id_usuario,id_curso,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,nivel_curso,nivel_curso_num,carga_horaria,avaliacao_media,taxa_conclusao_media,popularidade_score,match_nivel,match_tempo,match_carreira,score_relevancia,probabilidade_conclusao,concluiu,progresso
1409,10056,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Superior Completo,5,6,INTERMEDIARIO,2,48,4.8,88.9,94,0.3,0.5,1.0,6.85,0.6889,0,31.7
1409,10008,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Superior Completo,5,6,AVANCADO,3,40,4.6,79.0,84,0.3,0.5,1.0,7.06,0.5739,1,100.0
1409,10015,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Superior Completo,5,6,INTERMEDIARIO,2,55,4.8,80.0,85,0.3,0.5,0.3,4.59,0.3542,1,100.0
1409,10181,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Superior Completo,5,6,INTERMEDIARIO,2,30,4.9,90.8,96,0.3,0.5,0.3,4.52,0.636,1,100.0
1409,10175,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Superior Completo,5,6,INTERMEDIARIO,2,38,4.9,90.6,96,0.3,0.5,0.3,4.72,0.4727,1,100.0
1410,10124,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,BASICO,1,35,4.9,92.7,97,1.0,0.5,1.0,9.21,0.8188,1,100.0
1410,10127,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,INTERMEDIARIO,2,26,4.8,92.3,96,1.0,1.0,1.0,10.0,0.98,1,100.0
1410,10125,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,INTERMEDIARIO,2,32,4.8,90.4,95,1.0,1.0,1.0,10.0,0.98,1,100.0
1410,10126,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,INTERMEDIARIO,2,30,4.9,91.6,96,1.0,1.0,1.0,9.93,0.98,1,100.0
1410,10095,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,INTERMEDIARIO,2,38,4.9,91.3,97,1.0,0.5,0.3,6.73,0.638,0,87.7
1410,10003,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,BASICO,1,15,4.7,90.0,92,1.0,1.0,0.3,7.5,0.7139,0,48.8
1410,10172,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,AVANCADO,3,44,4.7,87.6,93,0.3,0.5,0.3,4.22,0.5226,0,55.3
1411,10152,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,AVANCADO,3,40,4.8,86.7,93,0.3,0.5,1.0,7.11,0.5912,0,66.0
1411,10146,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,AVANCADO,3,45,4.8,86.9,94,0.3,0.5,1.0,7.75,0.7155,1,100.0
1411,10148,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,AVANCADO,3,48,4.9,87.6,95,0.3,0.5,1.0,7.57,0.6529,1,100.0
1411,10149,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,AVANCADO,3,38,4.8,88.3,94,0.3,0.5,1.0,7.69,0.9069,0,85.6
1411,10068,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,BASICO,1,22,4.7,92.4,95,1.0,1.0,0.3,6.51,0.8274,1,100.0
1411,10163,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,AVANCADO,3,42,4.8,88.4,94,0.3,0.5,0.3,4.71,0.5561,0,48.2
1412,10163,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,AVANCADO,3,42,4.8,88.4,94,1.0,0.5,1.0,8.68,0.8327,1,100.0
1412,10154,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,AVANCADO,3,48,4.9,88.7,96,1.0,0.5,1.0,8.92,0.9071,1,100.0
1412,10159,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,AVANCADO,3,35,4.8,89.4,95,1.0,0.5,1.0,9.35,0.9539,1,100.0
1412,10162,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,AVANCADO,3,38,4.7,87.9,93,1.0,0.5,1.0,9.47,0.8445,1,100.0
1412,10108,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,AVANCADO,3,40,4.9,88.3,94,1.0,0.5,0.3,6.56,0.6829,0,94.1
1412,10048,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,INTERMEDIARIO,2,20,4.7,90.9,93,1.0,0.5,0.3,6.08,0.638,1,100.0
1413,10168,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,INTERMEDIARIO,2,32,4.7,89.8,93,1.0,1.0,1.0,10.0,0.8568,1,100.0
1413,10167,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,AVANCADO,3,42,4.9,88.7,95,0.3,0.5,1.0,7.47,0.6808,1,100.0
1413,10172,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,AVANCADO,3,44,4.7,87.6,93,0.3,0.5,1.0,7.4,0.5519,1,100.0
1413,10165,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,AVANCADO,3,50,4.9,87.8,95,0.3,0.5,1.0,8.08,0.6319,0,77.6
1413,10087,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,INTERMEDIARIO,2,38,4.7,89.4,93,1.0,1.0,0.3,7.27,0.923,1,100.0
1413,10124,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,BASICO,1,35,4.9,92.7,97,1.0,1.0,0.3,6.93,0.9555,1,100.0
1413,10083,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,AVANCADO,3,35,4.8,88.5,93,0.3,1.0,0.3,5.43,0.8654,1,100.0
1414,10112,DevOps Engineer,Desenvolvimento de Software,Senior,3,25,5,Superior Completo,5,20,INTERMEDIARIO,2,35,4.7,88.9,93,1.0,1.0,1.0,9.5,0.9359,1,100.0
1414,10108,DevOps Engineer,Desenvolvimento de Software,Senior,3,25,5,Superior Completo,5,20,AVANCADO,3,40,4.9,88.3,94,1.0,1.0,1.0,9.15,0.9505,1,100.0
1414,10013,DevOps Engineer,Desenvolvimento de Software,Senior,3,25,5,Superior Completo,5,20,INTERMEDIARIO,2,25,4.6,85.0,88,1.0,1.0,0.3,7.81,0.7842,1,100.0
1414,10125,DevOps Engineer,Desenvolvimento de Software,Senior,3,25,5,Superior Completo,5,20,INTERMEDIARIO,2,32,4.8,90.4,95,1.0,1.0,0.3,6.72,0.7961,1,100.0
1415,10117,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,AVANCADO,3,40,4.9,89.6,95,0.3,1.0,1.0,7.97,0.7035,1,100.0
1415,10120,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,INTERMEDIARIO,2,24,4.9,92.3,96,0.3,1.0,1.0,9.08,0.6592,0,73.6
1415,10019,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,BASICO,1,35,4.6,86.0,89,1.0,1.0,1.0,10.0,0.9021,1,100.0
1415,10023,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,AVANCADO,3,45,4.8,82.0,86,0.3,1.0,1.0,7.67,0.7934,1,100.0
1415,10116,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,BASICO,1,28,4.8,94.2,97,1.0,1.0,1.0,10.0,0.98,1,100.0
1415,10060,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,INTERMEDIARIO,2,32,4.8,88.6,93,0.3,1.0,0.3,4.71,0.4651,1,100.0
1415,10057,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,AVANCADO,3,40,4.7,87.8,92,0.3,1.0,0.3,5.35,0.7516,1,100.0
1415,10058,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,INTERMEDIARIO,2,24,4.8,90.3,94,0.3,1.0,0.3,5.57,0.7869,1,100.0
1416,10016,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,AVANCADO,3,65,4.8,76.0,83,0.3,0.5,1.0,6.76,0.8063,1,100.0
1416,10153,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,AVANCADO,3,42,4.9,88.1,95,0.3,0.5,1.0,7.02,0.615,1,100.0
1416,10151,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,AVANCADO,3,55,4.7,84.6,91,0.3,0.5,1.0,8.28,0.572,0,78.9
1416,10152,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,AVANCADO,3,40,4.8,86.7,93,0.3,1.0,1.0,9.82,0.6938,0,32.6
1416,10015,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,INTERMEDIARIO,2,55,4.8,80.0,85,0.3,0.5,1.0,7.21,0.6412,0,86.5
1416,10065,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,INTERMEDIARIO,2,48,4.9,90.2,96,0.3,0.5,0.3,5.12,0.4366,1,100.0
1416,10183,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,INTERMEDIARIO,2,24,4.8,92.7,96,0.3,1.0,0.3,5.94,0.4745,1,100.0
1416,10046,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,BASICO,1,28,4.8,92.8,95,1.0,1.0,0.3,7.3,0.7104,1,100.0
1417,10133,Product Manager,Outro,Senior,3,35,17,Ensino Médio,2,8,AVANCADO,3,32,4.8,89.6,94,1.0,1.0,1.0,10.0,0.98,1,100.0
1417,10127,Product Manager,Outro,Senior,3,35,17,Ensino Médio,2,8,INTERMEDIARIO,2,26,4.8,92.3,96,1.0,1.0,1.0,9.52,0.9294,1,100.0
1417,10095,Product Manager,Outro,Senior,3,35,17,Ensino Médio,2,8,INTERMEDIARIO,2,38,4.9,91.3,97,1.0,0.5,0.3,6.55,0.8203,1,100.0
1418,10153,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,AVANCADO,3,42,4.9,88.1,95,1.0,0.5,1.0,9.05,0.9644,1,100.0
1418,10145,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,AVANCADO,3,50,4.9,85.8,94,1.0,0.5,1.0,9.76,0.9793,1,100.0
1418,10015,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,INTERMEDIARIO,2,55,4.8,80.0,85,1.0,0.5,1.0,8.79,0.9383,1,100.0
1418,10147,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,AVANCADO,3,52,4.9,86.2,94,1.0,0.5,1.0,9.19,0.7643,1,100.0
1418,10170,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,AVANCADO,3,40,4.8,88.6,95,1.0,0.5,0.3,6.19,0.504,0,55.2
1418,10089,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,AVANCADO,3,40,4.8,86.3,93,1.0,0.5,0.3,5.99,0.685,1,100.0
1419,10126,Product Manager,Marketing Digital,Junior,1,40,4,Pós-graduação,6,10,INTERMEDIARIO,2,30,4.9,91.6,96,0.3,1.0,1.0,8.61,0.7722,1,100.0
1419,10130,Product Manager,Marketing Digital,Junior,1,40,4,Pós-graduação,6,10,AVANCADO,3,28,4.8,90.8,95,0.3,1.0,1.0,8.24,0.8002,1,100.0
1419,10129,Product Manager,Marketing Digital,Junior,1,40,4,Pós-graduação,6,10,AVANCADO,3,35,4.9,89.7,95,0.3,1.0,1.0,7.72,0.645,0,13.3
1419,10091,Product Manager,Marketing Digital,Junior,1,40,4,Pós-graduação,6,10,INTERMEDIARIO,2,35,4.8,89.1,94,0.3,1.0,0.3,5.51,0.6374,1,100.0
1419,10044,Product Manager,Marketing Digital,Junior,1,40,4,Pós-graduação,6,10,INTERMEDIARIO,2,25,4.7,91.2,94,0.3,1.0,0.3,5.57,0.7702,1,100.0
1420,10130,Product Manager,Qualidade de Software,Junior,1,21,1,Doutorado,8,4,AVANCADO,3,28,4.8,90.8,95,0.3,0.5,1.0,7.91,0.5957,1,100.0
1420,10124,Product Manager,Qualidade de Software,Junior,1,21,1,Doutorado,8,4,BASICO,1,35,4.9,92.7,97,1.0,0.5,1.0,9.35,0.9059,1,100.0
1420,10125,Product Manager,Qualidade de Software,Junior,1,21,1,Doutorado,8,4,INTERMEDIARIO,2,32,4.8,90.4,95,0.3,0.5,1.0,7.13,0.5641,1,100.0
1420,10055,Product Manager,Qualidade de Software,Junior,1,21,1,Doutorado,8,4,AVANCADO,3,45,4.9,86.5,92,0.3,0.5,0.3,5.06,0.5789,1,100.0
1420,10017,Product Manager,Qualidade de Software,Junior,1,21,1,Doutorado,8,4,AVANCADO,3,40,4.7,78.0,84,0.3,0.5,0.3,4.75,0.4593,1,100.0
1421,10112,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,INTERMEDIARIO,2,35,4.7,88.9,93,1.0,0.5,1.0,7.81,0.7265,1,100.0
1421,10111,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,INTERMEDIARIO,2,32,4.7,90.1,94,1.0,1.0,1.0,9.85,0.7445,1,100.0
1421,10109,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,AVANCADO,3,45,4.8,87.5,94,1.0,0.5,1.0,8.83,0.7913,1,100.0
1421,10110,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,INTERMEDIARIO,2,30,4.8,89.7,95,1.0,1.0,1.0,9.54,0.9236,1,100.0
1421,10059,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,AVANCADO,3,35,4.9,89.1,95,1.0,0.5,0.3,5.99,0.4786,0,91.2
1421,10163,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,AVANCADO,3,42,4.8,88.4,94,1.0,0.5,0.3,6.33,0.7182,1,100.0
1421,10173,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,INTERMEDIARIO,2,30,4.8,90.7,95,1.0,1.0,0.3,7.41,0.7836,1,100.0
1422,10013,Cientista de Dados,Ciência de Dados,Intermediário,2,27,7,Ensino Médio,2,10,INTERMEDIARIO,2,25,4.6,85.0,88,1.0,1.0,1.0,10.0,0.98,1,100.0
1422,10016,Cientista de Dados,Ciência de Dados,Intermediário,2,27,7,Ensino Médio,2,10,AVANCADO,3,65,4.8,76.0,83,0.3,0.5,1.0,6.73,0.6421,1,100.0
1422,10036,Cientista de Dados,Ciência de Dados,Intermediário,2,27,7,Ensino Médio,2,10,INTERMEDIARIO,2,45,4.9,88.7,94,1.0,0.5,0.3,6.31,0.5858,1,100.0
1422,10091,Cientista de Dados,Ciência de Dados,Intermediário,2,27,7,Ensino Médio,2,10,INTERMEDIARIO,2,35,4.8,89.1,94,1.0,1.0,0.3,6.74,0.8412,1,100.0
1423,10107,DevOps Engineer,Suporte Técnico,Junior,1,20,0,Superior Incompleto,4,2,INTERMEDIARIO,2,28,4.8,91.6,96,0.3,0.5,1.0,6.91,0.7338,1,100.0
1423,10104,DevOps Engineer,Suporte Técnico,Junior,1,20,0,Superior Incompleto,4,2,BASICO,1,35,4.8,91.4,95,1.0,0.5,1.0,10.0,0.9365,1,100.0
1423,10041,DevOps Engineer,Suporte Técnico,Junior,1,20,0,Superior Incompleto,4,2,INTERMEDIARIO,2,25,4.7,89.5,94,0.3,0.5,1.0,8.19,0.746,0,42.9
1423,10013,DevOps Engineer,Suporte Técnico,Junior,1,20,0,Superior Incompleto,4,2,INTERMEDIARIO,2,25,4.6,85.0,88,0.3,0.5,0.3,4.98,0.4606,0,47.8
1423,10062,DevOps Engineer,Suporte Técnico,Junior,1,20,0,Superior Incompleto,4,2,INTERMEDIARIO,2,30,4.8,89.5,93,0.3,0.5,0.3,4.82,0.4932,0,18.5
1424,10159,Especialista em Cloud,Qualidade de Software,Junior,1,21,1,Mestrado,7,20,AVANCADO,3,35,4.8,89.4,95,0.3,1.0,1.0,7.84,0.8678,0,10.5
1424,10160,Especialista em Cloud,Qualidade de Software,Junior,1,21,1,Mestrado,7,20,AVANCADO,3,44,4.9,87.8,94,0.3,1.0,1.0,7.75,0.8179,1,100.0
1424,10062,Especialista em Cloud,Qualidade de Software,Junior,1,21,1,Mestrado,7,20,INTERMEDIARIO,2,30,4.8,89.5,93,0.3,1.0,0.3,6.05,0.6622,0,60.4
1424,10001,Especialista em Cloud,Qualidade de Software,Junior,1,21,1,Mestrado,7,20,BASICO,1,30,4.5,85.0,88,1.0,1.0,0.3,7.22,0.6962,0,23.6
1425,10038,Desenvolvedor Full Stack,Marketing Digital,Junior,1,22,3,Superior Incompleto,4,5,INTERMEDIARIO,2,35,4.7,90.1,95,0.3,0.5,1.0,7.14,0.6851,1,100.0
1425,10007,Desenvolvedor Full Stack,Marketing Digital,Junior,1,22,3,Superior Incompleto,4,5,AVANCADO,3,30,4.7,81.0,86,0.3,0.5,1.0,7.54,0.729,0,55.8
1425,10047,Desenvolvedor Full Stack,Marketing Digital,Junior,1,22,3,Superior Incompleto,4,5,AVANCADO,3,40,4.9,87.3,93,0.3,0.5,0.3,4.33,0.5007,0,46.0
1426,10137,Arquiteto de Software,Ciência de Dados,Junior,1,18,0,Superior Completo,5,10,AVANCADO,3,40,4.9,86.4,93,0.3,1.0,1.0,7.63,0.7077,1,100.0
1426,10140,Arquiteto de Software,Ciência de Dados,Junior,1,18,0,Superior Completo,5,10,AVANCADO,3,35,4.8,88.7,94,0.3,1.0,1.0,8.92,0.8232,1,100.0
1426,10119,Arquiteto de Software,Ciência de Dados,Junior,1,18,0,Superior Completo,5,10,INTERMEDIARIO,2,30,4.8,90.8,95,0.3,1.0,0.3,5.58,0.7218,1,100.0
1426,10164,Arquiteto de Software,Ciência de Dados,Junior,1,18,0,Superior Completo,5,10,BASICO,1,35,4.8,91.6,96,1.0,1.0,0.3,7.12,0.7895,1,100.0
1427,10015,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,INTERMEDIARIO,2,55,4.8,80.0,85,1.0,0.5,1.0,9.44,0.7716,1,100.0
1427,10082,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,AVANCADO,3,45,4.9,87.3,94,1.0,0.5,1.0,9.32,0.7259,1,100.0
1427,10083,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,AVANCADO,3,35,4.8,88.5,93,1.0,0.5,1.0,9.67,0.7809,1,100.0
1427,10013,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,INTERMEDIARIO,2,25,4.6,85.0,88,1.0,0.5,1.0,9.28,0.8785,1,100.0
1427,10021,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,INTERMEDIARIO,2,40,4.7,84.0,87,1.0,0.5,0.3,6.17,0.478,0,78.1
1427,10064,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,INTERMEDIARIO,2,45,4.9,89.8,95,1.0,0.5,0.3,5.74,0.6188,1,100.0
1427,10150,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,AVANCADO,3,35,4.8,87.9,93,1.0,0.5,0.3,6.23,0.668,0,32.9
1428,10114,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,BASICO,1,32,4.9,93.4,97,1.0,0.5,1.0,9.85,0.9502,1,100.0
1428,10022,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,INTERMEDIARIO,2,30,4.6,85.0,88,1.0,0.5,1.0,9.31,0.98,1,100.0
1428,10123,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,BASICO,1,18,4.8,94.8,98,1.0,0.5,1.0,8.41,0.8827,1,100.0
1428,10018,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,BASICO,1,30,4.6,87.0,90,1.0,0.5,1.0,10.0,0.9585,0,93.7
1428,10117,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,AVANCADO,3,40,4.9,89.6,95,1.0,0.5,1.0,8.95,0.8903,1,100.0
1428,10144,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,AVANCADO,3,48,4.9,87.4,95,1.0,0.5,0.3,6.31,0.6641,0,17.2
1428,10138,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,AVANCADO,3,38,4.8,89.1,94,1.0,0.5,0.3,6.66,0.9093,1,100.0
1428,10017,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,AVANCADO,3,40,4.7,78.0,84,1.0,0.5,0.3,6.3,0.6667,1,100.0
1429,10012,Engenheiro de Dados,Marketing Digital,Intermediário,2,26,8,Ensino Fundamental,1,5,INTERMEDIARIO,2,45,4.7,82.0,86,1.0,0.5,1.0,8.57,0.9716,1,100.0
1429,10089,Engenheiro de Dados,Marketing Digital,Intermediário,2,26,8,Ensino Fundamental,1,5,AVANCADO,3,40,4.8,86.3,93,0.3,0.5,1.0,7.13,0.6276,1,100.0
1429,10068,Engenheiro de Dados,Marketing Digital,Intermediário,2,26,8,Ensino Fundamental,1,5,BASICO,1,22,4.7,92.4,95,1.0,0.5,0.3,6.18,0.5792,0,18.0
1430,10064,Desenvolvedor Mobile,Marketing Digital,Intermediário,2,22,2,Doutorado,8,6,INTERMEDIARIO,2,45,4.9,89.8,95,1.0,0.5,1.0,9.57,0.7603,1,100.0
1430,10065,Desenvolvedor Mobile,Marketing Digital,Intermediário,2,22,2,Doutorado,8,6,INTERMEDIARIO,2,48,4.9,90.2,96,1.0,0.5,1.0,9.15,0.9479,1,100.0
1430,10068,Desenvolvedor Mobile,Marketing Digital,Intermediário,2,22,2,Doutorado,8,6,BASICO,1,22,4.7,92.4,95,1.0,1.0,1.0,10.0,0.98,1,100.0
1430,10018,Desenvolvedor Mobile,Marketing Digital,Intermediário,2,22,2,Doutorado,8,6,BASICO,1,30,4.6,87.0,90,1.0,0.5,0.3,5.18,0.7288,1,100.0
1430,10052,Desenvolvedor Mobile,Marketing Digital,Intermediário,2,22,2,Doutorado,8,6,INTERMEDIARIO,2,26,4.7,90.8,94,1.0,0.5,0.3,7.02,0.6728,1,100.0
1431,10155,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,AVANCADO,3,45,4.8,89.2,95,0.3,1.0,1.0,8.62,0.8319,1,100.0
1431,10162,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,AVANCADO,3,38,4.7,87.9,93,0.3,1.0,1.0,8.82,0.7782,1,100.0
1431,10158,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,AVANCADO,3,40,4.9,88.6,95,0.3,1.0,1.0,8.82,0.6414,0,30.9
1431,10154,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,AVANCADO,3,48,4.9,88.7,96,0.3,1.0,1.0,7.78,0.7785,0,17.3
1431,10182,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,AVANCADO,3,36,4.8,89.4,94,0.3,1.0,0.3,5.31,0.4334,0,40.2
1431,10108,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,AVANCADO,3,40,4.9,88.3,94,0.3,1.0,0.3,5.73,0.6708,1,100.0
1431,10091,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,INTERMEDIARIO,2,35,4.8,89.1,94,0.3,1.0,0.3,5.23,0.5915,1,100.0
1432,10107,DevOps Engineer,Desenvolvimento de Software,Senior,3,42,9,Doutorado,8,20,INTERMEDIARIO,2,28,4.8,91.6,96,1.0,1.0,1.0,10.0,0.8424,1,100.0
1432,10110,DevOps Engineer,Desenvolvimento de Software,Senior,3,42,9,Doutorado,8,20,INTERMEDIARIO,2,30,4.8,89.7,95,1.0,1.0,1.0,9.83,0.9548,1,100.0
1432,10180,DevOps Engineer,Desenvolvimento de Software,Senior,3,42,9,Doutorado,8,20,INTERMEDIARIO,2,26,4.7,91.6,95,1.0,1.0,0.3,6.81,0.8497,1,100.0
1433,10181,QA/Tester,Marketing Digital,Senior,3,47,8,Mestrado,7,20,INTERMEDIARIO,2,30,4.9,90.8,96,1.0,1.0,1.0,10.0,0.98,1,100.0
1433,10179,QA/Tester,Marketing Digital,Senior,3,47,8,Mestrado,7,20,AVANCADO,3,40,4.8,88.7,94,1.0,1.0,1.0,10.0,0.98,1,100.0
1433,10174,QA/Tester,Marketing Digital,Senior,3,47,8,Mestrado,7,20,BASICO,1,30,4.8,93.2,97,1.0,1.0,1.0,9.69,0.9379,1,100.0
1433,10011,QA/Tester,Marketing Digital,Senior,3,47,8,Mestrado,7,20,BASICO,1,30,4.6,84.0,87,1.0,1.0,0.3,6.79,0.6629,0,50.4
1433,10069,QA/Tester,Marketing Digital,Senior,3,47,8,Mestrado,7,20,AVANCADO,3,32,4.8,87.6,92,1.0,1.0,0.3,7.04,0.8947,1,100.0
1434,10004,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,INTERMEDIARIO,2,45,4.6,82.0,86,0.3,0.5,1.0,7.4,0.7656,1,100.0
1434,10040,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,INTERMEDIARIO,2,28,4.8,91.4,95,0.3,0.5,1.0,7.13,0.6291,0,47.0
1434,10039,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,BASICO,1,15,4.9,93.8,97,1.0,1.0,1.0,9.94,0.98,1,100.0
1434,10008,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,AVANCADO,3,40,4.6,79.0,84,0.3,0.5,1.0,7.16,0.615,1,100.0
1434,10084,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,INTERMEDIARIO,2,35,4.8,90.2,95,0.3,0.5,0.3,4.65,0.4858,0,20.9
1434,10099,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,INTERMEDIARIO,2,36,4.9,89.8,95,0.3,0.5,0.3,3.98,0.4274,0,23.0
1434,10023,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,AVANCADO,3,45,4.8,82.0,86,0.3,0.5,0.3,4.2,0.4372,0,51.0
1435,10072,Desenvolvedor Mobile,Qualidade de Software,Senior,3,51,9,Pós-graduação,6,5,INTERMEDIARIO,2,28,4.8,89.2,93,1.0,0.5,1.0,8.85,0.9718,1,100.0
1435,10066,Desenvolvedor Mobile,Qualidade de Software,Senior,3,51,9,Pós-graduação,6,5,INTERMEDIARIO,2,50,4.8,87.9,94,1.0,0.5,1.0,9.38,0.8427,1,100.0
