id_usuario,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,taxa_conclusao_usuario,total_cursos_feitos,score_medio
1262,Desenvolvedor Mobile,Suporte Técnico,Junior,1,22,4,Pós-graduação,6,20,0.714,7,6.87
1263,Desenvolvedor Backend,Design,Senior,3,27,7,Ensino Médio,2,2,0.714,7,7.86
1264,Especialista em Cloud,Ciência de Dados,Junior,1,21,0,Ensino Fundamental,1,15,0.667,3,8.0
1265,Product Manager,Outro,Senior,3,29,11,Técnico,3,2,1.0,6,8.32
1266,Especialista em Cloud,Tecnologia da Informação,Senior,3,31,12,Técnico,3,6,0.333,3,8.28
1267,Desenvolvedor Frontend,Suporte Técnico,Senior,3,50,10,Pós-graduação,6,15,1.0,4,8.42
1268,Desenvolvedor Full Stack,Estudante,Intermediário,2,37,5,Técnico,3,5,0.857,7,7.3
1269,Desenvolvedor Backend,Infraestrutura/Cloud,Senior,3,45,12,Pós-graduação,6,4,0.857,7,7.72
1270,Especialista em Cloud,Suporte Técnico,Senior,3,54,16,Doutorado,8,10,0.714,7,8.35
1271,Desenvolvedor Mobile,Estudante,Junior,1,19,0,Mestrado,7,10,0.6,5,7.15
1272,Engenheiro de Dados,Outro,Intermediário,2,28,7,Superior Completo,5,15,1.0,5,8.72
1273,DevOps Engineer,Outro,Senior,3,39,19,Superior Completo,5,15,0.667,6,9.01
1274,Engenheiro de Machine Learning,Infraestrutura/Cloud,Senior,3,46,7,Técnico,3,2,0.75,4,7.86
1275,Engenheiro de Dados,Outro,Senior,3,37,19,Superior Completo,5,12,0.75,4,8.62
1276,QA/Tester,Segurança da Informação,Senior,3,33,13,Ensino Médio,2,12,1.0,3,8.89
1277,Desenvolvedor Backend,Infraestrutura/Cloud,Senior,3,33,12,Superior Completo,5,15,0.8,5,8.57
1278,Engenheiro de Dados,Infraestrutura/Cloud,Senior,3,44,8,Mestrado,7,5,0.5,6,8.22
1279,Desenvolvedor Backend,Estudante,Junior,1,37,4,Pós-graduação,6,2,1.0,3,6.91
1280,Engenheiro de Dados,Outro,Intermediário,2,48,7,Mestrado,7,8,1.0,5,7.07
1281,Designer UX/UI,Suporte Técnico,Senior,3,47,13,Técnico,3,6,0.667,6,8.48
1282,Cientista de Dados,Marketing Digital,Intermediário,2,29,10,Pós-graduação,6,2,0.75,8,7.63
1283,Desenvolvedor Frontend,Segurança da Informação,Intermediário,2,47,18,Ensino Médio,2,4,0.75,8,7.82
1284,Analista de Segurança,Desenvolvimento de Software,Junior,1,24,4,Ensino Fundamental,1,4,0.5,6,7.04
1285,Desenvolvedor Frontend,Infraestrutura/Cloud,Intermediário,2,37,17,Ensino Médio,2,10,0.857,7,7.86
1286,Product Manager,Suporte Técnico,Senior,3,41,9,Doutorado,8,6,0.875,8,8.28
1287,Product Manager,Outro,Junior,1,32,4,Superior Completo,5,6,0.857,7,6.9
1288,Engenheiro de Dados,Ciência de Dados,Junior,1,20,0,Ensino Médio,2,20,1.0,3,7.37
1289,Desenvolvedor Full Stack,Ciência de Dados,Intermediário,2,28,10,Doutorado,8,15,0.8,5,7.82
1290,DevOps Engineer,Suporte Técnico,Senior,3,47,9,Pós-graduação,6,12,0.8,5,8.58
1291,Engenheiro de Machine Learning,Gestão de Produtos,Senior,3,45,16,Ensino Fundamental,1,6,0.6,5,8.32
1292,Cientista de Dados,Segurança da Informação,Intermediário,2,30,3,Ensino Médio,2,8,0.8,5,8.09
1293,Desenvolvedor Frontend,Ciência de Dados,Junior,1,43,3,Ensino Médio,2,4,0.25,4,5.84
1294,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,41,1,Mestrado,7,12,0.857,7,6.33
1295,Desenvolvedor Mobile,Ciência de Dados,Senior,3,28,9,Superior Incompleto,4,8,0.857,7,7.84
1296,Arquiteto de Software,Desenvolvimento de Software,Intermediário,2,27,7,Mestrado,7,15,0.5,4,6.7
1297,Especialista em Cloud,Suporte Técnico,Senior,3,52,11,Pós-graduação,6,12,1.0,3,8.96
1298,DevOps Engineer,Outro,Junior,1,34,0,Mestrado,7,12,0.571,7,7.1
1299,QA/Tester,Tecnologia da Informação,Senior,3,48,9,Técnico,3,20,0.75,8,8.87
1300,Analista de Dados,Segurança da Informação,Senior,3,51,8,Técnico,3,10,1.0,4,8.14
1301,Product Manager,Infraestrutura/Cloud,Senior,3,30,10,Pós-graduação,6,4,0.714,7,7.74
1302,Engenheiro de Dados,Marketing Digital,Senior,3,29,7,Mestrado,7,2,0.75,4,8.02
1303,Product Manager,Ciência de Dados,Senior,3,32,9,Superior Incompleto,4,12,0.714,7,8.66
1304,Especialista em Cloud,Segurança da Informação,Senior,3,30,11,Superior Completo,5,20,0.667,6,9.0
1305,DevOps Engineer,Infraestrutura/Cloud,Senior,3,44,17,Ensino Fundamental,1,20,1.0,8,8.44
1306,Desenvolvedor Full Stack,Design,Senior,3,29,11,Ensino Fundamental,1,10,1.0,3,8.57
1307,Desenvolvedor Backend,Design,Intermediário,2,36,6,Superior Completo,5,20,0.8,5,7.49
1308,Desenvolvedor Mobile,Marketing Digital,Senior,3,52,15,Superior Completo,5,4,1.0,4,7.81
1309,Designer UX/UI,Segurança da Informação,Intermediário,2,33,6,Técnico,3,6,0.833,6,7.93
1310,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,42,7,Técnico,3,2,1.0,3,8.26
1311,Cientista de Dados,Marketing Digital,Intermediário,2,54,5,Superior Incompleto,4,5,0.75,4,7.67
1312,Cientista de Dados,Design,Senior,3,30,10,Mestrado,7,10,1.0,5,8.69
1313,QA/Tester,Ciência de Dados,Senior,3,25,5,Ensino Médio,2,10,1.0,8,8.73
1314,Especialista em Cloud,Infraestrutura/Cloud,Junior,1,45,2,Doutorado,8,5,0.5,4,5.78
1315,Product Manager,Suporte Técnico,Senior,3,51,15,Ensino Fundamental,1,10,0.75,4,8.15
1316,Especialista em Cloud,Qualidade de Software,Intermediário,2,49,5,Ensino Médio,2,15,0.833,6,7.36
1317,QA/Tester,Marketing Digital,Senior,3,25,5,Mestrado,7,5,1.0,3,8.37
1318,QA/Tester,Tecnologia da Informação,Intermediário,2,27,2,Ensino Fundamental,1,2,0.75,4,7.25
1319,Desenvolvedor Full Stack,Design,Intermediário,2,48,4,Ensino Fundamental,1,6,0.714,7,7.48
1320,Designer UX/UI,Qualidade de Software,Senior,3,42,8,Pós-graduação,6,8,0.857,7,8.27
1321,Engenheiro de Machine Learning,Ciência de Dados,Senior,3,37,6,Ensino Fundamental,1,10,0.667,3,8.58
1322,DevOps Engineer,Qualidade de Software,Junior,1,21,3,Ensino Médio,2,4,0.5,8,6.01
1323,Analista de Dados,Design,Intermediário,2,37,19,Técnico,3,2,0.857,7,7.88
1324,Engenheiro de Dados,Tecnologia da Informação,Junior,1,53,0,Ensino Fundamental,1,2,0.857,7,6.3
1325,Designer UX/UI,Gestão de Produtos,Senior,3,32,12,Ensino Médio,2,2,0.833,6,8.05
1326,Designer UX/UI,Gestão de Produtos,Intermediário,2,41,7,Técnico,3,4,0.75,4,7.41
1327,DevOps Engineer,Segurança da Informação,Senior,3,44,12,Doutorado,8,12,0.8,5,8.51
1328,Arquiteto de Software,Qualidade de Software,Intermediário,2,25,7,Superior Incompleto,4,12,0.667,6,7.45
1329,Desenvolvedor Frontend,Design,Senior,3,54,16,Pós-graduação,6,20,0.875,8,8.96
1330,QA/Tester,Qualidade de Software,Junior,1,33,1,Ensino Médio,2,10,0.8,5,7.13
1331,Arquiteto de Software,Gestão de Produtos,Senior,3,35,16,Pós-graduação,6,12,0.667,3,9.02
1332,Desenvolvedor Mobile,Marketing Digital,Senior,3,30,12,Ensino Fundamental,1,4,0.5,4,7.9
1333,Desenvolvedor Backend,Marketing Digital,Senior,3,38,15,Doutorado,8,12,0.8,5,8.68
1334,Desenvolvedor Backend,Infraestrutura/Cloud,Intermediário,2,34,7,Superior Incompleto,4,5,0.714,7,6.74
1335,Arquiteto de Software,Marketing Digital,Intermediário,2,32,8,Ensino Médio,2,6,0.5,6,7.74
1336,Engenheiro de Machine Learning,Estudante,Senior,3,27,7,Técnico,3,8,0.667,3,8.35
1337,Desenvolvedor Full Stack,Marketing Digital,Junior,1,47,0,Ensino Médio,2,20,0.5,4,7.48
1338,Cientista de Dados,Infraestrutura/Cloud,Senior,3,26,6,Ensino Fundamental,1,2,0.75,4,8.11
1339,Desenvolvedor Mobile,Outro,Junior,1,28,1,Superior Incompleto,4,20,1.0,5,7.33
1340,Desenvolvedor Mobile,Segurança da Informação,Senior,3,49,14,Superior Completo,5,2,0.625,8,7.84
1341,DevOps Engineer,Qualidade de Software,Intermediário,2,31,7,Técnico,3,15,1.0,3,8.5
1342,Analista de Dados,Qualidade de Software,Senior,3,44,11,Ensino Fundamental,1,2,0.833,6,7.62
1343,Desenvolvedor Backend,Estudante,Senior,3,28,6,Superior Incompleto,4,2,0.75,4,7.27
1344,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,50,7,Ensino Fundamental,1,12,1.0,4,8.06
1345,Analista de Dados,Suporte Técnico,Intermediário,2,23,5,Pós-graduação,6,10,0.5,4,8.43
1346,Desenvolvedor Full Stack,Design,Intermediário,2,25,5,Mestrado,7,2,0.714,7,7.58
1347,Analista de Dados,Segurança da Informação,Senior,3,28,8,Ensino Médio,2,8,0.625,8,8.09
1348,DevOps Engineer,Qualidade de Software,Junior,1,19,0,Ensino Médio,2,5,0.333,6,6.77
1349,Desenvolvedor Backend,Ciência de Dados,Senior,3,45,16,Doutorado,8,10,0.5,8,8.44
1350,QA/Tester,Outro,Intermediário,2,36,5,Ensino Fundamental,1,4,0.375,8,7.77
1351,QA/Tester,Segurança da Informação,Senior,3,54,18,Pós-graduação,6,6,0.714,7,7.76
1352,Analista de Dados,Outro,Intermediário,2,21,2,Ensino Fundamental,1,6,0.875,8,8.38
1353,Arquiteto de Software,Marketing Digital,Intermediário,2,30,12,Superior Completo,5,2,1.0,6,6.72
1354,Designer UX/UI,Design,Senior,3,53,13,Superior Completo,5,5,0.857,7,8.05
1355,QA/Tester,Estudante,Intermediário,2,52,13,Superior Completo,5,15,1.0,3,7.43
1356,Desenvolvedor Backend,Marketing Digital,Junior,1,45,0,Técnico,3,4,0.667,6,6.7
1357,Desenvolvedor Frontend,Outro,Senior,3,50,11,Superior Incompleto,4,15,1.0,3,9.16
1358,Desenvolvedor Mobile,Qualidade de Software,Senior,3,41,15,Mestrado,7,4,0.857,7,7.98
1359,QA/Tester,Qualidade de Software,Junior,1,21,1,Doutorado,8,20,1.0,4,7.47
1360,Designer UX/UI,Desenvolvimento de Software,Senior,3,33,11,Técnico,3,15,0.8,5,8.68
1361,Designer UX/UI,Suporte Técnico,Senior,3,31,12,Técnico,3,20,1.0,3,8.79
1362,Engenheiro de Machine Learning,Outro,Intermediário,2,51,2,Técnico,3,15,0.875,8,7.41
1363,QA/Tester,Desenvolvimento de Software,Senior,3,26,7,Técnico,3,15,0.6,5,8.63
1364,Desenvolvedor Frontend,Segurança da Informação,Junior,1,36,2,Ensino Médio,2,15,0.625,8,7.47
1365,Engenheiro de Dados,Desenvolvimento de Software,Intermediário,2,22,2,Ensino Fundamental,1,2,0.75,8,7.31
1366,QA/Tester,Gestão de Produtos,Intermediário,2,32,2,Superior Completo,5,20,0.875,8,8.31
1367,Engenheiro de Machine Learning,Suporte Técnico,Intermediário,2,43,14,Superior Completo,5,4,0.25,4,6.35
1368,Especialista em Cloud,Ciência de Dados,Intermediário,2,40,17,Técnico,3,6,1.0,3,6.03
1369,Desenvolvedor Full Stack,Qualidade de Software,Junior,1,29,3,Superior Completo,5,12,0.8,5,7.04
1370,Product Manager,Ciência de Dados,Junior,1,18,0,Ensino Fundamental,1,5,0.714,7,6.63
1371,Engenheiro de Dados,Tecnologia da Informação,Intermediário,2,38,19,Doutorado,8,2,1.0,4,7.68
1372,Designer UX/UI,Qualidade de Software,Junior,1,39,0,Pós-graduação,6,6,1.0,3,7.73
1373,Desenvolvedor Backend,Gestão de Produtos,Intermediário,2,32,13,Doutorado,8,6,0.667,6,7.52
1374,Desenvolvedor Backend,Ciência de Dados,Senior,3,32,13,Ensino Fundamental,1,20,0.75,8,8.75
1375,Especialista em Cloud,Estudante,Junior,1,38,4,Mestrado,7,10,0.8,5,6.54
1376,Engenheiro de Machine Learning,Suporte Técnico,Junior,1,40,3,Superior Incompleto,4,4,0.833,6,6.68
1377,Desenvolvedor Backend,Infraestrutura/Cloud,Intermediário,2,38,2,Doutorado,8,10,0.5,6,8.3
1378,Analista de Segurança,Infraestrutura/Cloud,Intermediário,2,40,2,Mestrado,7,15,1.0,4,8.15
1379,Especialista em Cloud,Estudante,Senior,3,27,7,Mestrado,7,2,1.0,4,7.21
1380,Analista de Dados,Qualidade de Software,Junior,1,28,4,Ensino Fundamental,1,8,0.75,4,7.22
1381,DevOps Engineer,Infraestrutura/Cloud,Senior,3,54,12,Superior Incompleto,4,10,0.75,4,8.21
1382,Designer UX/UI,Gestão de Produtos,Intermediário,2,46,4,Ensino Fundamental,1,20,1.0,3,8.97
1383,Designer UX/UI,Suporte Técnico,Junior,1,19,0,Superior Incompleto,4,15,1.0,3,7.68
1384,Cientista de Dados,Infraestrutura/Cloud,Senior,3,47,10,Superior Completo,5,12,1.0,5,8.81
1385,DevOps Engineer,Desenvolvimento de Software,Senior,3,43,12,Superior Completo,5,15,0.857,7,8.53
1386,QA/Tester,Estudante,Senior,3,45,8,Técnico,3,12,1.0,6,8.78
1387,Analista de Segurança,Suporte Técnico,Senior,3,48,14,Ensino Médio,2,4,0.8,5,8.11
1388,Designer UX/UI,Tecnologia da Informação,Senior,3,48,19,Técnico,3,20,1.0,4,8.72
1389,Analista de Dados,Marketing Digital,Junior,1,29,0,Ensino Fundamental,1,12,0.5,4,6.93
1390,Desenvolvedor Backend,Infraestrutura/Cloud,Senior,3,39,7,Superior Incompleto,4,8,0.833,6,8.3
1391,Desenvolvedor Frontend,Design,Junior,1,18,0,Técnico,3,20,0.8,5,7.16
1392,Engenheiro de Machine Learning,Outro,Intermediário,2,38,14,Ensino Médio,2,2,0.75,8,7.03
1393,Engenheiro de Machine Learning,Infraestrutura/Cloud,Intermediário,2,39,5,Pós-graduação,6,5,0.667,6,7.44
1394,Designer UX/UI,Outro,Senior,3,33,7,Técnico,3,2,0.833,6,8.49
1395,Designer UX/UI,Gestão de Produtos,Senior,3,34,12,Técnico,3,2,0.714,7,7.7
1396,Product Manager,Suporte Técnico,Intermediário,2,34,15,Técnico,3,10,0.714,7,8.2
1397,Desenvolvedor Backend,Outro,Senior,3,52,13,Mestrado,7,15,1.0,7,8.81
1398,Cientista de Dados,Outro,Senior,3,32,12,Superior Completo,5,2,1.0,6,8.22
1399,Desenvolvedor Backend,Tecnologia da Informação,Junior,1,48,2,Superior Incompleto,4,10,1.0,3,7.54
1400,Product Manager,Design,Intermediário,2,22,4,Doutorado,8,12,0.75,4,7.44
1401,Analista de Segurança,Infraestrutura/Cloud,Senior,3,51,14,Ensino Fundamental,1,8,0.667,6,8.04
1402,QA/Tester,Infraestrutura/Cloud,Senior,3,43,19,Superior Incompleto,4,10,1.0,7,8.7
1403,Arquiteto de Software,Infraestrutura/Cloud,Senior,3,23,5,Mestrado,7,4,0.75,4,7.65
1404,Desenvolvedor Frontend,Qualidade de Software,Intermediário,2,31,13,Ensino Fundamental,1,12,0.857,7,8.57
1405,QA/Tester,Segurança da Informação,Intermediário,2,32,14,Superior Incompleto,4,5,0.875,8,7.8
1406,Desenvolvedor Backend,Desenvolvimento de Software,Intermediário,2,52,18,Pós-graduação,6,6,0.625,8,6.74
1407,Desenvolvedor Backend,Estudante,Intermediário,2,53,2,Superior Completo,5,15,1.0,6,7.88
1408,QA/Tester,Tecnologia da Informação,Senior,3,41,16,Ensino Médio,2,12,0.833,6,9.05
1409,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Superior Completo,5,6,0.75,8,6.24
1410,Product Manager,Suporte Técnico,Intermediário,2,23,3,Técnico,3,8,0.571,7,8.23
1411,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,21,3,Ensino Fundamental,1,6,0.5,6,6.89
1412,Especialista em Cloud,Design,Senior,3,43,12,Pós-graduação,6,4,0.833,6,8.18
1413,Analista de Segurança,Tecnologia da Informação,Intermediário,2,48,2,Ensino Médio,2,10,0.857,7,7.51
1414,DevOps Engineer,Desenvolvimento de Software,Senior,3,25,5,Superior Completo,5,20,1.0,4,8.3
1415,Designer UX/UI,Gestão de Produtos,Junior,1,19,0,Superior Incompleto,4,12,0.875,8,7.54
1416,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,33,2,Ensino Fundamental,1,10,0.625,8,7.18
1417,Product Manager,Outro,Senior,3,35,17,Ensino Médio,2,8,1.0,3,8.69
1418,Engenheiro de Machine Learning,Outro,Senior,3,46,6,Superior Completo,5,4,0.833,6,8.16
1419,Product Manager,Marketing Digital,Junior,1,40,4,Pós-graduação,6,10,0.8,5,7.13
1420,Product Manager,Qualidade de Software,Junior,1,21,1,Doutorado,8,4,1.0,5,6.84
1421,DevOps Engineer,Desenvolvimento de Software,Senior,3,49,8,Superior Incompleto,4,8,0.857,7,7.97
1422,Cientista de Dados,Ciência de Dados,Intermediário,2,27,7,Ensino Médio,2,10,1.0,4,7.44
1423,DevOps Engineer,Suporte Técnico,Junior,1,20,0,Superior Incompleto,4,2,0.4,5,6.98
1424,Especialista em Cloud,Qualidade de Software,Junior,1,21,1,Mestrado,7,20,0.25,4,7.22
1425,Desenvolvedor Full Stack,Marketing Digital,Junior,1,22,3,Superior Incompleto,4,5,0.333,3,6.34
1426,Arquiteto de Software,Ciência de Dados,Junior,1,18,0,Superior Completo,5,10,1.0,4,7.31
1427,Cientista de Dados,Tecnologia da Informação,Senior,3,28,10,Superior Completo,5,5,0.714,7,7.98
1428,Designer UX/UI,Marketing Digital,Senior,3,29,10,Ensino Médio,2,2,0.75,8,8.22
1429,Engenheiro de Dados,Marketing Digital,Intermediário,2,26,8,Ensino Fundamental,1,5,0.667,3,7.29
1430,Desenvolvedor Mobile,Marketing Digital,Intermediário,2,22,2,Doutorado,8,6,1.0,5,8.18
1431,Especialista em Cloud,Estudante,Junior,1,47,1,Técnico,3,15,0.571,7,7.19
1432,DevOps Engineer,Desenvolvimento de Software,Senior,3,42,9,Doutorado,8,20,1.0,3,8.88
1433,QA/Tester,Marketing Digital,Senior,3,47,8,Mestrado,7,20,0.8,5,8.7
1434,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,31,2,Pós-graduação,6,6,0.429,7,6.35
1435,Desenvolvedor Mobile,Qualidade de Software,Senior,3,51,9,Pós-graduação,6,5,0.667,6,8.08
1436,Desenvolvedor Frontend,Desenvolvimento de Software,Senior,3,28,10,Ensino Fundamental,1,8,0.75,8,8.05
1437,Analista de Dados,Suporte Técnico,Senior,3,38,12,Técnico,3,12,1.0,6,8.87
1438,Product Manager,Gestão de Produtos,Junior,1,34,1,Ensino Médio,2,20,0.625,8,7.02
1439,Analista de Segurança,Design,Senior,3,35,10,Pós-graduação,6,2,0.667,6,8.01
1440,Desenvolvedor Full Stack,Design,Intermediário,2,35,2,Ensino Médio,2,8,0.75,4,7.93
1441,QA/Tester,Ciência de Dados,Senior,3,43,15,Doutorado,8,10,1.0,3,8.65
1442,Desenvolvedor Mobile,Segurança da Informação,Intermediário,2,29,9,Técnico,3,6,0.667,3,7.63
1443,Engenheiro de Dados,Estudante,Junior,1,19,0,Ensino Médio,2,15,0.8,5,7.47
1444,DevOps Engineer,Segurança da Informação,Senior,3,29,9,Doutorado,8,2,1.0,6,8.08
1445,Desenvolvedor Backend,Ciência de Dados,Intermediário,2,34,3,Doutorado,8,8,1.0,3,8.08
1446,Especialista em Cloud,Marketing Digital,Junior,1,25,4,Ensino Médio,2,6,0.4,5,6.98
1447,Desenvolvedor Mobile,Outro,Senior,3,45,14,Doutorado,8,8,0.714,7,8.42
1448,Engenheiro de Machine Learning,Segurança da Informação,Senior,3,47,15,Ensino Fundamental,1,12,1.0,4,8.18
1449,QA/Tester,Estudante,Intermediário,2,54,2,Ensino Médio,2,6,0.8,5,7.03
1450,DevOps Engineer,Estudante,Intermediário,2,36,12,Superior Completo,5,8,0.833,6,8.15
1451,Product Manager,Design,Senior,3,54,19,Superior Incompleto,4,6,0.857,7,7.94
1452,Desenvolvedor Mobile,Ciência de Dados,Senior,3,42,5,Superior Completo,5,6,0.75,8,8.39
1453,Especialista em Cloud,Infraestrutura/Cloud,Junior,1,19,1,Ensino Médio,2,4,0.571,7,6.39
1454,Cientista de Dados,Desenvolvimento de Software,Intermediário,2,53,12,Superior Completo,5,5,0.75,4,7.0
1455,Desenvolvedor Full Stack,Qualidade de Software,Junior,1,40,1,Ensino Médio,2,10,0.571,7,6.84
1456,Desenvolvedor Mobile,Segurança da Informação,Intermediário,2,46,3,Pós-graduação,6,10,0.875,8,8.06
1457,Desenvolvedor Backend,Outro,Intermediário,2,53,8,Superior Incompleto,4,12,0.667,6,7.76
1458,Desenvolvedor Frontend,Design,Senior,3,36,5,Pós-graduação,6,10,0.875,8,8.53
1459,Desenvolvedor Full Stack,Desenvolvimento de Software,Senior,3,32,13,Doutorado,8,20,0.833,6,8.92
1460,Desenvolvedor Full Stack,Tecnologia da Informação,Junior,1,35,4,Ensino Fundamental,1,6,1.0,4,6.68
1461,Analista de Dados,Gestão de Produtos,Senior,3,40,10,Doutorado,8,8,0.667,3,8.82
1462,Engenheiro de Dados,Design,Junior,1,39,3,Superior Incompleto,4,4,0.5,6,6.42
1463,QA/Tester,Infraestrutura/Cloud,Intermediário,2,30,9,Técnico,3,20,0.857,7,8.1
1464,Analista de Segurança,Outro,Senior,3,48,6,Ensino Médio,2,6,0.714,7,8.07
1465,Cientista de Dados,Suporte Técnico,Senior,3,36,9,Doutorado,8,5,0.833,6,8.27
1466,Desenvolvedor Mobile,Ciência de Dados,Senior,3,38,18,Superior Completo,5,8,1.0,5,8.13
1467,Analista de Dados,Desenvolvimento de Software,Junior,1,49,1,Pós-graduação,6,6,1.0,4,6.44
1468,Especialista em Cloud,Marketing Digital,Junior,1,27,1,Doutorado,8,4,0.5,6,6.74
1469,Desenvolvedor Full Stack,Tecnologia da Informação,Senior,3,41,16,Ensino Médio,2,12,1.0,6,8.63
1470,DevOps Engineer,Infraestrutura/Cloud,Senior,3,48,10,Superior Completo,5,15,0.8,5,8.55
1471,Product Manager,Qualidade de Software,Junior,1,18,0,Ensino Médio,2,12,0.833,6,7.38
1472,Analista de Dados,Outro,Junior,1,21,1,Pós-graduação,6,4,1.0,6,7.32
1473,Designer UX/UI,Suporte Técnico,Junior,1,34,0,Superior Completo,5,2,0.333,6,6.61
1474,Designer UX/UI,Infraestrutura/Cloud,Intermediário,2,45,9,Mestrado,7,12,1.0,7,8.0
1475,Product Manager,Ciência de Dados,Junior,1,19,0,Técnico,3,15,0.6,5,7.59
1476,DevOps Engineer,Gestão de Produtos,Intermediário,2,43,10,Pós-graduação,6,15,0.8,5,7.95
1477,Analista de Segurança,Outro,Senior,3,28,8,Mestrado,7,5,0.75,8,8.03
1478,Product Manager,Marketing Digital,Intermediário,2,44,16,Superior Incompleto,4,10,0.5,8,7.64
1479,Arquiteto de Software,Suporte Técnico,Junior,1,19,0,Doutorado,8,4,0.6,5,6.17
1480,Desenvolvedor Frontend,Qualidade de Software,Senior,3,47,19,Doutorado,8,10,1.0,7,8.32
1481,Designer UX/UI,Tecnologia da Informação,Senior,3,45,9,Técnico,3,15,0.75,4,8.66
1482,Analista de Dados,Tecnologia da Informação,Senior,3,50,12,Ensino Médio,2,15,0.833,6,9.2
1483,Analista de Segurança,Qualidade de Software,Senior,3,54,15,Pós-graduação,6,10,0.625,8,8.29
1484,Arquiteto de Software,Suporte Técnico,Intermediário,2,37,17,Ensino Médio,2,20,1.0,3,8.19
1485,Analista de Segurança,Desenvolvimento de Software,Junior,1,33,1,Ensino Fundamental,1,20,0.5,4,6.56
1486,Especialista em Cloud,Desenvolvimento de Software,Junior,1,19,1,Técnico,3,15,0.571,7,7.39
1487,DevOps Engineer,Segurança da Informação,Senior,3,29,8,Mestrado,7,20,0.714,7,8.62
1488,Product Manager,Infraestrutura/Cloud,Senior,3,51,15,Superior Incompleto,4,6,0.667,3,8.58
1489,QA/Tester,Marketing Digital,Junior,1,19,0,Superior Completo,5,5,1.0,3,6.43
1490,QA/Tester,Gestão de Produtos,Junior,1,53,1,Pós-graduação,6,20,0.75,4,7.02
1491,Desenvolvedor Frontend,Qualidade de Software,Junior,1,31,1,Mestrado,7,8,1.0,4,6.82
1492,Analista de Segurança,Desenvolvimento de Software,Senior,3,45,19,Ensino Fundamental,1,12,1.0,4,8.12
1493,QA/Tester,Segurança da Informação,Senior,3,41,9,Ensino Fundamental,1,8,1.0,8,8.34
1494,Designer UX/UI,Marketing Digital,Intermediário,2,35,13,Superior Completo,5,4,1.0,6,7.45
1495,Desenvolvedor Mobile,Gestão de Produtos,Senior,3,29,5,Mestrado,7,6,0.714,7,8.04
1496,Engenheiro de Machine Learning,Gestão de Produtos,Senior,3,53,13,Mestrado,7,6,1.0,3,8.3
1497,Designer UX/UI,Ciência de Dados,Junior,1,42,0,Técnico,3,6,0.429,7,6.83
1498,DevOps Engineer,Desenvolvimento de Software,Senior,3,37,17,Mestrado,7,10,0.667,6,8.88
1499,Analista de Segurança,Gestão de Produtos,Junior,1,20,2,Superior Completo,5,8,0.667,3,6.31
1500,Desenvolvedor Backend,Estudante,Intermediário,2,31,6,Ensino Fundamental,1,10,0.5,4,6.98
1501,Engenheiro de Machine Learning,Infraestrutura/Cloud,Intermediário,2,29,11,Mestrado,7,2,0.5,8,6.31
1502,Desenvolvedor Frontend,Desenvolvimento de Software,Senior,3,40,13,Mestrado,7,12,1.0,3,8.69
1503,QA/Tester,Outro,Senior,3,49,14,Mestrado,7,2,1.0,7,7.84
1504,Desenvolvedor Backend,Infraestrutura/Cloud,Intermediário,2,51,4,Mestrado,7,6,0.5,8,7.31
1505,Analista de Dados,Marketing Digital,Senior,3,40,7,Técnico,3,2,0.571,7,8.08
1506,Product Manager,Estudante,Junior,1,48,2,Doutorado,8,2,1.0,3,6.85
1507,Engenheiro de Machine Learning,Segurança da Informação,Senior,3,45,18,Mestrado,7,10,0.857,7,8.47
1508,Product Manager,Marketing Digital,Senior,3,40,7,Ensino Fundamental,1,6,0.571,7,8.15
1509,Engenheiro de Machine Learning,Marketing Digital,Junior,1,52,4,Doutorado,8,20,1.0,3,7.39
1510,Desenvolvedor Backend,Outro,Senior,3,46,5,Superior Completo,5,20,1.0,4,8.04
1511,Designer UX/UI,Tecnologia da Informação,Junior,1,48,1,Ensino Médio,2,8,1.0,5,7.69
1512,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,44,7,Ensino Médio,2,12,1.0,5,8.79
1513,Product Manager,Estudante,Junior,1,18,0,Ensino Fundamental,1,12,0.667,3,7.52
1514,DevOps Engineer,Infraestrutura/Cloud,Senior,3,41,10,Doutorado,8,10,1.0,8,8.63
1515,Engenheiro de Machine Learning,Marketing Digital,Senior,3,43,15,Pós-graduação,6,5,0.875,8,8.2
1516,Cientista de Dados,Desenvolvimento de Software,Senior,3,37,13,Superior Completo,5,5,0.333,3,8.31
1517,Especialista em Cloud,Qualidade de Software,Junior,1,18,0,Ensino Fundamental,1,2,0.625,8,6.02
1518,Arquiteto de Software,Infraestrutura/Cloud,Junior,1,19,1,Técnico,3,10,0.5,4,6.66
1519,Product Manager,Estudante,Junior,1,50,2,Superior Completo,5,5,0.4,5,6.64
